embedder,language,nclass,model,model_type,feature_type,data_pts,time_sec,energy_kwh,log_date
BGE-M3-S,merged,2,LogisticRegression,reg,sif,1800,3.5506091117858887,8.189414164313563e-06,2025-08-25 09:56:19.073317
BGE-M3-S,merged,2,LogisticRegression,reg,borep,1800,13.050504446029663,3.876543591489394e-05,2025-08-25 09:56:32.125973
MiniLM-S,merged,2,LogisticRegression,reg,mean,1800,2.518717050552368,5.828381219340696e-06,2025-08-25 09:56:34.646920
MiniLM-S,merged,2,LogisticRegression,reg,mmm,1800,3.304306983947754,7.695975729094611e-06,2025-08-25 09:56:37.953339
MiniLM-S,merged,2,LogisticRegression,reg,tfidfw,1800,3.3190104961395264,7.534153826236724e-06,2025-08-25 09:56:41.274252
MiniLM-S,merged,2,LogisticRegression,reg,sif,1800,3.2425405979156494,7.296316815791307e-06,2025-08-25 09:56:44.518781
MiniLM-S,merged,2,LogisticRegression,reg,borep,1800,4.520607233047485,1.3263901125242315e-05,2025-08-25 09:56:49.041488
mE5-S,merged,2,LogisticRegression,reg,mean,1800,2.4430201053619385,5.667128027743762e-06,2025-08-25 09:56:51.486644
mE5-S,merged,2,LogisticRegression,reg,mmm,1800,3.2988219261169434,7.621194988754061e-06,2025-08-25 09:56:54.787515
mE5-S,merged,2,LogisticRegression,reg,tfidfw,1800,3.275495767593384,7.419301200244162e-06,2025-08-25 09:56:58.064873
mE5-S,merged,2,LogisticRegression,reg,sif,1800,3.2071845531463623,7.180529860655467e-06,2025-08-25 09:57:01.274255
mE5-S,merged,2,LogisticRegression,reg,borep,1800,4.409971714019775,1.3125484561887054e-05,2025-08-25 09:57:05.686382
XLM-R-T,merged,2,RandomForest,reg,mean,1800,7.79770827293396,1.4500952491845403e-05,2025-08-25 09:57:13.486091
XLM-R-T,merged,2,RandomForest,reg,mmm,1800,9.320879697799683,1.724075062620787e-05,2025-08-25 09:57:22.808978
XLM-R-T,merged,2,RandomForest,reg,tfidfw,1800,8.601552248001099,1.5990225896032323e-05,2025-08-25 09:57:31.413170
XLM-R-T,merged,2,RandomForest,reg,sif,1800,5.660319805145264,1.1836986561404336e-05,2025-08-25 09:57:37.075420
XLM-R-T,merged,2,RandomForest,reg,borep,1800,10.556345224380493,2.9563044800877568e-05,2025-08-25 09:57:47.633824
mBERT-T,merged,2,RandomForest,reg,mean,1800,5.963702201843262,1.091887609799703e-05,2025-08-25 09:57:53.599705
mBERT-T,merged,2,RandomForest,reg,mmm,1800,6.117959976196289,1.1078605856895446e-05,2025-08-25 09:57:59.720033
mBERT-T,merged,2,RandomForest,reg,tfidfw,1800,6.5761144161224365,1.2086959186781337e-05,2025-08-25 09:58:06.298452
mBERT-T,merged,2,RandomForest,reg,sif,1800,3.89809513092041,8.379460792541504e-06,2025-08-25 09:58:10.198820
mBERT-T,merged,2,RandomForest,reg,borep,1800,10.02918529510498,2.9812062832455576e-05,2025-08-25 09:58:20.230351
mT5-T,merged,2,RandomForest,reg,mean,1800,7.005223512649536,1.2589294736760633e-05,2025-08-25 09:58:27.238056
mT5-T,merged,2,RandomForest,reg,mmm,1800,6.786167860031128,1.2250289685108042e-05,2025-08-25 09:58:34.026380
mT5-T,merged,2,RandomForest,reg,tfidfw,1800,6.2487452030181885,1.1324404211673471e-05,2025-08-25 09:58:40.277921
mT5-T,merged,2,RandomForest,reg,sif,1800,6.572859525680542,1.3939939577380817e-05,2025-08-25 09:58:46.853091
mT5-T,merged,2,RandomForest,reg,borep,1800,8.584966659545898,2.5320882219738433e-05,2025-08-25 09:58:55.440239
XGLM-T,merged,2,RandomForest,reg,mean,1800,6.4359612464904785,1.1638661215239101e-05,2025-08-25 09:59:01.878139
XGLM-T,merged,2,RandomForest,reg,mmm,1800,8.775820016860962,1.601160550715195e-05,2025-08-25 09:59:10.655731
XGLM-T,merged,2,RandomForest,reg,tfidfw,1800,7.747789144515991,1.4174764711062113e-05,2025-08-25 09:59:18.405462
XGLM-T,merged,2,RandomForest,reg,sif,1800,6.168457269668579,1.3116824576534605e-05,2025-08-25 09:59:24.575912
XGLM-T,merged,2,RandomForest,reg,borep,1800,12.71319580078125,3.6651966921488445e-05,2025-08-25 09:59:37.292114
mDeBERTa-T,merged,2,RandomForest,reg,mean,1800,7.011007308959961,1.2626304829562151e-05,2025-08-25 09:59:44.306160
mDeBERTa-T,merged,2,RandomForest,reg,mmm,1800,8.629851579666138,1.5717416837091247e-05,2025-08-25 09:59:52.937824
mDeBERTa-T,merged,2,RandomForest,reg,tfidfw,1800,6.357754230499268,1.1712984807800362e-05,2025-08-25 09:59:59.297469
mDeBERTa-T,merged,2,RandomForest,reg,sif,1800,6.811471223831177,1.4279177244736088e-05,2025-08-25 10:00:06.110970
mDeBERTa-T,merged,2,RandomForest,reg,borep,1800,10.849636793136597,3.060200333264139e-05,2025-08-25 10:00:16.963097
MPNet-S,merged,2,RandomForest,reg,mean,1800,7.445590496063232,1.3738591764938265e-05,2025-08-25 10:00:24.410480
MPNet-S,merged,2,RandomForest,reg,mmm,1800,6.269398927688599,1.125821507440673e-05,2025-08-25 10:00:30.682087
MPNet-S,merged,2,RandomForest,reg,tfidfw,1800,8.179386377334595,1.5410191140075525e-05,2025-08-25 10:00:38.863301
MPNet-S,merged,2,RandomForest,reg,sif,1800,7.3686606884002686,1.556658811141574e-05,2025-08-25 10:00:46.233974
MPNet-S,merged,2,RandomForest,reg,borep,1800,10.347477197647095,2.8843017828596965e-05,2025-08-25 10:00:56.583223
BGE-M3-S,merged,2,RandomForest,reg,mean,1800,7.510984659194946,1.3664925145639313e-05,2025-08-25 10:01:04.096296
BGE-M3-S,merged,2,RandomForest,reg,mmm,1800,8.73450255393982,1.6142452532500027e-05,2025-08-25 10:01:12.832835
BGE-M3-S,merged,2,RandomForest,reg,tfidfw,1800,8.351330995559692,1.5545654676109552e-05,2025-08-25 10:01:21.186105
BGE-M3-S,merged,2,RandomForest,reg,sif,1800,7.012434720993042,1.4907916777222246e-05,2025-08-25 10:01:28.200637
BGE-M3-S,merged,2,RandomForest,reg,borep,1800,11.297991275787354,3.27707366644132e-05,2025-08-25 10:01:39.500957
MiniLM-S,merged,2,RandomForest,reg,mean,1800,7.411580562591553,1.3364373839847626e-05,2025-08-25 10:01:46.914369
MiniLM-S,merged,2,RandomForest,reg,mmm,1800,7.4702277183532715,1.367881697760688e-05,2025-08-25 10:01:54.386821
MiniLM-S,merged,2,RandomForest,reg,tfidfw,1800,8.335566282272339,1.5245403415014346e-05,2025-08-25 10:02:02.724202
MiniLM-S,merged,2,RandomForest,reg,sif,1800,6.206935882568359,1.1443750675342701e-05,2025-08-25 10:02:08.933309
MiniLM-S,merged,2,RandomForest,reg,borep,1800,8.41964840888977,2.1927337127096125e-05,2025-08-25 10:02:17.354732
mE5-S,merged,2,RandomForest,reg,mean,1800,6.607312917709351,1.1898975240091481e-05,2025-08-25 10:02:23.964108
mE5-S,merged,2,RandomForest,reg,mmm,1800,7.435160160064697,1.3566216831737095e-05,2025-08-25 10:02:31.401304
mE5-S,merged,2,RandomForest,reg,tfidfw,1800,6.0287322998046875,1.1011144616021051e-05,2025-08-25 10:02:37.432364
mE5-S,merged,2,RandomForest,reg,sif,1800,7.331990003585815,1.3105641179425376e-05,2025-08-25 10:02:44.766214
mE5-S,merged,2,RandomForest,reg,borep,1800,8.651379823684692,2.2457540125648182e-05,2025-08-25 10:02:53.419583
XLM-R-T,merged,2,XGBoost,reg,mean,1800,2.716036796569824,5.251004473368327e-06,2025-08-25 10:02:56.138025
XLM-R-T,merged,2,XGBoost,reg,mmm,1800,4.056269407272339,7.844374337063894e-06,2025-08-25 10:03:00.195962
XLM-R-T,merged,2,XGBoost,reg,tfidfw,1800,3.5662262439727783,6.981218078710415e-06,2025-08-25 10:03:03.763892
XLM-R-T,merged,2,XGBoost,reg,sif,1800,3.5374274253845215,7.4803488463825655e-06,2025-08-25 10:03:07.303424
XLM-R-T,merged,2,XGBoost,reg,borep,1800,6.291593790054321,2.0018919351983956e-05,2025-08-25 10:03:13.597149
mBERT-T,merged,2,XGBoost,reg,mean,1800,1.5622782707214355,3.138877425591151e-06,2025-08-25 10:03:15.161511
mBERT-T,merged,2,XGBoost,reg,mmm,1800,3.366118907928467,6.5586333499572895e-06,2025-08-25 10:03:18.530144
mBERT-T,merged,2,XGBoost,reg,tfidfw,1800,2.17289137840271,4.3201305669214995e-06,2025-08-25 10:03:20.705581
mBERT-T,merged,2,XGBoost,reg,sif,1800,2.096311569213867,4.590631182193756e-06,2025-08-25 10:03:22.803984
mBERT-T,merged,2,XGBoost,reg,borep,1800,5.489490270614624,1.89204431327184e-05,2025-08-25 10:03:28.295687
mT5-T,merged,2,XGBoost,reg,mean,1800,2.519475221633911,5.066244758168857e-06,2025-08-25 10:03:30.816813
mT5-T,merged,2,XGBoost,reg,mmm,1800,4.118401288986206,7.996562502781551e-06,2025-08-25 10:03:34.936812
mT5-T,merged,2,XGBoost,reg,tfidfw,1800,3.5172979831695557,6.988024335636034e-06,2025-08-25 10:03:38.455787
mT5-T,merged,2,XGBoost,reg,sif,1800,3.4568772315979004,7.3103351011541146e-06,2025-08-25 10:03:41.914462
mT5-T,merged,2,XGBoost,reg,borep,1800,6.360337495803833,2.0530050488191622e-05,2025-08-25 10:03:48.276756
XGLM-T,merged,2,XGBoost,reg,mean,1800,3.7109177112579346,7.337996170520783e-06,2025-08-25 10:03:51.989792
XGLM-T,merged,2,XGBoost,reg,mmm,1800,5.600920915603638,1.101141052007675e-05,2025-08-25 10:03:57.592768
XGLM-T,merged,2,XGBoost,reg,tfidfw,1800,4.538783550262451,8.873952227367294e-06,2025-08-25 10:04:02.133506
XGLM-T,merged,2,XGBoost,reg,sif,1800,4.483304500579834,9.666502648194631e-06,2025-08-25 10:04:06.618950
XGLM-T,merged,2,XGBoost,reg,borep,1800,8.519040584564209,2.750111948708693e-05,2025-08-25 10:04:15.140547
mDeBERTa-T,merged,2,XGBoost,reg,mean,1800,2.523805856704712,4.9894239672687325e-06,2025-08-25 10:04:17.666739
mDeBERTa-T,merged,2,XGBoost,reg,mmm,1800,4.088015079498291,7.891856332984236e-06,2025-08-25 10:04:21.756974
mDeBERTa-T,merged,2,XGBoost,reg,tfidfw,1800,3.5184600353240967,6.864906468921238e-06,2025-08-25 10:04:25.277557
mDeBERTa-T,merged,2,XGBoost,reg,sif,1800,3.4575178623199463,7.35042686285796e-06,2025-08-25 10:04:28.737340
mDeBERTa-T,merged,2,XGBoost,reg,borep,1800,6.623436450958252,2.1560818850751277e-05,2025-08-25 10:04:35.362753
MPNet-S,merged,2,XGBoost,reg,mean,1800,2.70090913772583,5.3286686529715854e-06,2025-08-25 10:04:38.065689
MPNet-S,merged,2,XGBoost,reg,mmm,1800,4.075975179672241,7.997402967115242e-06,2025-08-25 10:04:42.143537
MPNet-S,merged,2,XGBoost,reg,tfidfw,1800,3.5273995399475098,6.9852309223016104e-06,2025-08-25 10:04:45.672882
MPNet-S,merged,2,XGBoost,reg,sif,1800,3.53351092338562,7.4226631776712565e-06,2025-08-25 10:04:49.208335
MPNet-S,merged,2,XGBoost,reg,borep,1800,6.224526405334473,1.9560286056244812e-05,2025-08-25 10:04:55.435049
BGE-M3-S,merged,2,XGBoost,reg,mean,1800,2.7937405109405518,5.475731401443482e-06,2025-08-25 10:04:58.230835
BGE-M3-S,merged,2,XGBoost,reg,mmm,1800,4.623419284820557,8.938610617319743e-06,2025-08-25 10:05:02.856250
BGE-M3-S,merged,2,XGBoost,reg,tfidfw,1800,3.664907455444336,7.184575985802544e-06,2025-08-25 10:05:06.523274
BGE-M3-S,merged,2,XGBoost,reg,sif,1800,3.6175475120544434,7.636039873361589e-06,2025-08-25 10:05:10.142866
BGE-M3-S,merged,2,XGBoost,reg,borep,1800,7.2940545082092285,2.3986150914317085e-05,2025-08-25 10:05:17.438764
MiniLM-S,merged,2,XGBoost,reg,mean,1800,2.57717227935791,5.051257667541504e-06,2025-08-25 10:05:20.018454
MiniLM-S,merged,2,XGBoost,reg,mmm,1800,3.331831932067871,6.481647119698702e-06,2025-08-25 10:05:23.352218
MiniLM-S,merged,2,XGBoost,reg,tfidfw,1800,3.3933117389678955,6.586166728911576e-06,2025-08-25 10:05:26.747401
MiniLM-S,merged,2,XGBoost,reg,sif,1800,3.3459627628326416,6.478155682484309e-06,2025-08-25 10:05:30.095415
MiniLM-S,merged,2,XGBoost,reg,borep,1800,4.9269373416900635,1.409480442992515e-05,2025-08-25 10:05:35.024232
mE5-S,merged,2,XGBoost,reg,mean,1800,2.532724380493164,5.021126084327698e-06,2025-08-25 10:05:37.558916
mE5-S,merged,2,XGBoost,reg,mmm,1800,3.270296812057495,6.248386547852445e-06,2025-08-25 10:05:40.831187
mE5-S,merged,2,XGBoost,reg,tfidfw,1800,3.3043465614318848,6.425730229925226e-06,2025-08-25 10:05:44.137688
mE5-S,merged,2,XGBoost,reg,sif,1800,3.2232465744018555,6.337857801296093e-06,2025-08-25 10:05:47.363068
mE5-S,merged,2,XGBoost,reg,borep,1800,6.145896673202515,1.697747049521517e-05,2025-08-25 10:05:53.510913
XLM-R-T,merged,2,GaussianNB,reg,mean,1800,2.669827461242676,5.157587522003386e-06,2025-08-25 10:05:56.182857
XLM-R-T,merged,2,GaussianNB,reg,mmm,1800,4.068629264831543,7.966037048101426e-06,2025-08-25 10:06:00.253683
XLM-R-T,merged,2,GaussianNB,reg,tfidfw,1800,3.4986729621887207,6.90210427151786e-06,2025-08-25 10:06:03.754315
XLM-R-T,merged,2,GaussianNB,reg,sif,1800,3.4974310398101807,7.395771304368972e-06,2025-08-25 10:06:07.254084
XLM-R-T,merged,2,GaussianNB,reg,borep,1800,6.3114800453186035,1.9976126541583625e-05,2025-08-25 10:06:13.567332
mBERT-T,merged,2,GaussianNB,reg,mean,1800,1.5449268817901611,3.0868497390879524e-06,2025-08-25 10:06:15.114506
mBERT-T,merged,2,GaussianNB,reg,mmm,1800,3.3695483207702637,6.56531530684895e-06,2025-08-25 10:06:18.486482
mBERT-T,merged,2,GaussianNB,reg,tfidfw,1800,2.0909159183502197,4.101389654841688e-06,2025-08-25 10:06:20.580021
mBERT-T,merged,2,GaussianNB,reg,sif,1800,2.102011203765869,4.603112590246731e-06,2025-08-25 10:06:22.684274
mBERT-T,merged,2,GaussianNB,reg,borep,1800,5.54158616065979,1.9386623451272647e-05,2025-08-25 10:06:28.228292
mT5-T,merged,2,GaussianNB,reg,mean,1800,2.525515556335449,5.078390864531199e-06,2025-08-25 10:06:30.755900
mT5-T,merged,2,GaussianNB,reg,mmm,1800,4.13910984992981,7.943354215472935e-06,2025-08-25 10:06:34.896777
mT5-T,merged,2,GaussianNB,reg,tfidfw,1800,3.482358694076538,6.759000272706703e-06,2025-08-25 10:06:38.381381
mT5-T,merged,2,GaussianNB,reg,sif,1800,3.410893440246582,7.213092155721452e-06,2025-08-25 10:06:41.794111
mT5-T,merged,2,GaussianNB,reg,borep,1800,6.747814893722534,2.1724839969409837e-05,2025-08-25 10:06:48.543592
XGLM-T,merged,2,GaussianNB,reg,mean,1800,3.704174280166626,7.265669254726834e-06,2025-08-25 10:06:52.249982
XGLM-T,merged,2,GaussianNB,reg,mmm,1800,5.655142068862915,1.0997680451141464e-05,2025-08-25 10:06:57.907225
XGLM-T,merged,2,GaussianNB,reg,tfidfw,1800,4.508339166641235,8.75118724902471e-06,2025-08-25 10:07:02.417782
XGLM-T,merged,2,GaussianNB,reg,sif,1800,4.500983476638794,9.602723220090071e-06,2025-08-25 10:07:06.920726
XGLM-T,merged,2,GaussianNB,reg,borep,1800,8.257734537124634,2.6523097843320834e-05,2025-08-25 10:07:15.180150
mDeBERTa-T,merged,2,GaussianNB,reg,mean,1800,2.5464086532592773,5.062755537695355e-06,2025-08-25 10:07:17.728285
mDeBERTa-T,merged,2,GaussianNB,reg,mmm,1800,4.155290126800537,7.974405739870335e-06,2025-08-25 10:07:21.885382
mDeBERTa-T,merged,2,GaussianNB,reg,tfidfw,1800,3.5301036834716797,6.824867121378581e-06,2025-08-25 10:07:25.417735
mDeBERTa-T,merged,2,GaussianNB,reg,sif,1800,3.4482271671295166,7.29204261759917e-06,2025-08-25 10:07:28.867568
mDeBERTa-T,merged,2,GaussianNB,reg,borep,1800,6.272020578384399,2.0628559533777062e-05,2025-08-25 10:07:35.141276
MPNet-S,merged,2,GaussianNB,reg,mean,1800,2.6745824813842773,5.358823177284664e-06,2025-08-25 10:07:37.817853
MPNet-S,merged,2,GaussianNB,reg,mmm,1800,4.088911056518555,7.870301927328109e-06,2025-08-25 10:07:41.908593
MPNet-S,merged,2,GaussianNB,reg,tfidfw,1800,3.5359318256378174,6.842355483704144e-06,2025-08-25 10:07:45.446376
MPNet-S,merged,2,GaussianNB,reg,sif,1800,3.472806692123413,7.321190996876469e-06,2025-08-25 10:07:48.921203
MPNet-S,merged,2,GaussianNB,reg,borep,1800,6.16903829574585,1.9489876960184842e-05,2025-08-25 10:07:55.091962
BGE-M3-S,merged,2,GaussianNB,reg,mean,1800,2.756937265396118,5.477115367253621e-06,2025-08-25 10:07:57.851277
BGE-M3-S,merged,2,GaussianNB,reg,mmm,1800,4.679143667221069,8.993054175972939e-06,2025-08-25 10:08:02.532610
BGE-M3-S,merged,2,GaussianNB,reg,tfidfw,1800,3.6129095554351807,7.066583467501182e-06,2025-08-25 10:08:06.147662
BGE-M3-S,merged,2,GaussianNB,reg,sif,1800,3.5675740242004395,7.6114852468172715e-06,2025-08-25 10:08:09.717365
