embedder,language,nclass,model,model_type,feature_type,data_pts,time_sec,energy_kwh,log_date
MPNet-S,english,-1,KMeans,reg,mean,800,10.336547083003097,9.863950811419939e-05,2025-08-21 15:38:02.226158
MPNet-S,english,-1,KMeans,reg,mmm,800,10.583766609008308,9.516277081998459e-05,2025-08-21 15:38:13.325135
mBERT-T,english,-1,KMeans++,reg,mean,800,10.510288238001522,0.00010122330927297063,2025-08-21 15:38:24.349022
mBERT-T,english,-1,KMeans++,reg,mmm,800,10.160824470003718,8.651478308933061e-05,2025-08-21 15:38:35.022391
mT5-T,english,-1,KMeans++,reg,mean,800,10.397889583997312,0.00010172209457715608,2025-08-21 15:38:45.934887
mT5-T,english,-1,KMeans++,reg,mmm,800,10.606967242987594,9.951463362135586e-05,2025-08-21 15:38:57.057749
XGLM-T,english,-1,KMeans++,reg,mean,800,10.768378060005489,9.029109361067837e-05,2025-08-21 15:39:08.344088
XGLM-T,english,-1,KMeans++,reg,mmm,800,10.639230741988285,9.894685068176515e-05,2025-08-21 15:39:19.501646
mDeBERTa-T,english,-1,KMeans++,reg,mean,800,10.367074655005126,9.167965266704674e-05,2025-08-21 15:39:30.383878
mDeBERTa-T,english,-1,KMeans++,reg,mmm,800,10.552650927013019,0.00010332564467301745,2025-08-21 15:39:41.453452
XLM-R-T,english,-1,KMeans++,reg,mean,800,10.618834576001973,9.71274253581345e-05,2025-08-21 15:39:52.592745
XLM-R-T,english,-1,KMeans++,reg,mmm,800,10.31417747499654,9.98085699296898e-05,2025-08-21 15:40:03.421012
BGE-M3-S,english,-1,KMeans++,reg,mean,800,10.613037912989967,0.0001013702040200361,2025-08-21 15:40:14.548576
BGE-M3-S,english,-1,KMeans++,reg,mmm,800,10.439541825006017,0.00010036640906405274,2025-08-21 15:40:25.502969
MiniLM-S,english,-1,KMeans++,reg,mean,800,10.179177256999537,9.559470147522851e-05,2025-08-21 15:40:36.197745
MiniLM-S,english,-1,KMeans++,reg,mmm,800,10.326902413988137,9.74689976338646e-05,2025-08-21 15:40:47.039293
mE5-S,english,-1,KMeans++,reg,mean,800,11.05820678199234,9.990288808957355e-05,2025-08-21 15:40:58.611734
mE5-S,english,-1,KMeans++,reg,mmm,800,10.376316669993685,9.705919068863454e-05,2025-08-21 15:41:09.505593
MPNet-S,english,-1,KMeans++,reg,mean,800,10.635647857998265,8.784511176658093e-05,2025-08-21 15:41:20.662962
MPNet-S,english,-1,KMeans++,reg,mmm,800,10.438056263999897,8.941165730755372e-05,2025-08-21 15:41:31.618123
mBERT-T,japanese,-1,KMeans,reg,mean,1800,33.075558469005045,0.0005310057072883908,2025-08-21 15:42:05.249858
mBERT-T,japanese,-1,KMeans,reg,mmm,1800,34.034608856003615,0.0005015705297000193,2025-08-21 15:42:39.797869
mT5-T,japanese,-1,KMeans,reg,mean,1800,29.566646655992372,0.0004519430774706971,2025-08-21 15:43:09.879725
mT5-T,japanese,-1,KMeans,reg,mmm,1800,29.566025178995915,0.0004428251904435788,2025-08-21 15:43:39.961221
XGLM-T,japanese,-1,KMeans,reg,mean,1800,40.975295647003804,0.0005820423442113096,2025-08-21 15:44:21.451872
XGLM-T,japanese,-1,KMeans,reg,mmm,1800,41.27110872800404,0.0005870597965163354,2025-08-21 15:45:03.237646
mDeBERTa-T,japanese,-1,KMeans,reg,mean,1800,29.070590376999462,0.00043575628887561937,2025-08-21 15:45:32.828400
mDeBERTa-T,japanese,-1,KMeans,reg,mmm,1800,29.36619772099948,0.00043314686876954266,2025-08-21 15:46:02.712907
XLM-R-T,japanese,-1,KMeans,reg,mean,1800,30.07454835700628,0.0004531441638049822,2025-08-21 15:46:33.303037
XLM-R-T,japanese,-1,KMeans,reg,mmm,1800,31.27895145000366,0.000466473251986041,2025-08-21 15:47:05.096093
BGE-M3-S,japanese,-1,KMeans,reg,mean,1800,32.16289927800244,0.0004814153520517429,2025-08-21 15:47:37.775215
BGE-M3-S,japanese,-1,KMeans,reg,mmm,1800,32.7826955710043,0.0004964970027327829,2025-08-21 15:48:11.073991
MiniLM-S,japanese,-1,KMeans,reg,mean,1800,27.110013921002974,0.0004229833613212811,2025-08-21 15:48:38.698271
MiniLM-S,japanese,-1,KMeans,reg,mmm,1800,27.524927569989813,0.0004274961562060615,2025-08-21 15:49:06.737490
mE5-S,japanese,-1,KMeans,reg,mean,1800,27.215538964010193,0.0004120499723823738,2025-08-21 15:49:34.469108
mE5-S,japanese,-1,KMeans,reg,mmm,1800,27.51364626000577,0.0004273260387292616,2025-08-21 15:50:02.498797
MPNet-S,japanese,-1,KMeans,reg,mean,1800,30.199003488000017,0.00047419325163486657,2025-08-21 15:50:33.213564
MPNet-S,japanese,-1,KMeans,reg,mmm,1800,30.807483006996335,0.00047038989378959506,2025-08-21 15:51:04.538155
mBERT-T,japanese,-1,KMeans++,reg,mean,1800,34.14267698999902,0.0005720291711449594,2025-08-21 15:51:39.194348
mBERT-T,japanese,-1,KMeans++,reg,mmm,1800,34.59806259900506,0.0005535098342687864,2025-08-21 15:52:14.305437
mT5-T,japanese,-1,KMeans++,reg,mean,1800,29.22004682099214,0.0004371488132439296,2025-08-21 15:52:44.042548
mT5-T,japanese,-1,KMeans++,reg,mmm,1800,29.461010512997746,0.00044407129500224907,2025-08-21 15:53:14.019104
XGLM-T,japanese,-1,KMeans++,reg,mean,1800,40.94157229199482,0.000596915285177589,2025-08-21 15:53:55.476196
XGLM-T,japanese,-1,KMeans++,reg,mmm,1800,41.567550671999925,0.000601128334079889,2025-08-21 15:54:37.560137
mDeBERTa-T,japanese,-1,KMeans++,reg,mean,1800,29.366946125999675,0.0004341674959731414,2025-08-21 15:55:07.442862
mDeBERTa-T,japanese,-1,KMeans++,reg,mmm,1800,29.197936204989674,0.0004326134164331258,2025-08-21 15:55:37.156593
XLM-R-T,japanese,-1,KMeans++,reg,mean,1800,30.193228773001465,0.00046902466136539335,2025-08-21 15:56:07.864829
XLM-R-T,japanese,-1,KMeans++,reg,mmm,1800,30.59624378400622,0.0004622950535076695,2025-08-21 15:56:38.976508
