embedder,language,nclass,model,model_type,feature_type,data_pts,time_sec,energy_kwh,log_date,mdata
mT5-T,chinese,-1,KMeans++,reg,mmm,1500,37.51479887962341,8.527040157053168e-05,2025-09-16 08:32:57.544832,NA
XGLM-T,chinese,-1,KMeans++,reg,mean,1500,48.68901348114014,0.00013256708014788976,2025-09-16 08:33:46.240973,NA
XGLM-T,chinese,-1,KMeans++,reg,mmm,1500,48.27343225479126,0.00013245429989682393,2025-09-16 08:34:34.521367,NA
mDeBERTa-T,chinese,-1,KMeans++,reg,mean,1500,32.41459536552429,9.752608096904075e-05,2025-09-16 08:35:06.940248,NA
mDeBERTa-T,chinese,-1,KMeans++,reg,mmm,1500,32.519789695739746,9.687997796169049e-05,2025-09-16 08:35:39.464498,NA
XLM-R-T,chinese,-1,KMeans++,reg,mean,1500,28.474348306655884,6.415315870867834e-05,2025-09-16 08:36:07.943199,NA
XLM-R-T,chinese,-1,KMeans++,reg,mmm,1500,28.26823401451111,6.353588978586022e-05,2025-09-16 08:36:36.224072,NA
BGE-M3-S,chinese,-1,KMeans++,reg,mean,1500,93.08173298835754,0.00031899635880775905,2025-09-16 08:38:09.310456,NA
BGE-M3-S,chinese,-1,KMeans++,reg,mmm,1500,97.34118747711182,0.0003225436456607663,2025-09-16 08:39:46.664535,NA
MiniLM-S,chinese,-1,KMeans++,reg,mean,1500,47.079728841781616,0.00010232849482159074,2025-09-16 08:40:33.748541,NA
MiniLM-S,chinese,-1,KMeans++,reg,mmm,1500,46.898709297180176,0.00010115761506383562,2025-09-16 08:41:20.651678,NA
mE5-S,chinese,-1,KMeans++,reg,mean,1500,47.70486831665039,0.0001020748414772962,2025-09-16 08:42:08.361233,NA
mE5-S,chinese,-1,KMeans++,reg,mmm,1500,46.97182846069336,9.996677844202175e-05,2025-09-16 08:42:55.337160,NA
MPNet-S,chinese,-1,KMeans++,reg,mean,1500,63.374528646469116,0.00015224542086719964,2025-09-16 08:43:58.716283,NA
MPNet-S,chinese,-1,KMeans++,reg,mmm,1500,64.69645643234253,0.00015390241925149464,2025-09-16 08:45:03.417307,NA
mBERT-T,english,-1,KMeans,reg,mean,400,9.78073763847351,2.5084278056488366e-05,2025-09-16 08:45:13.216956,NA
mBERT-T,english,-1,KMeans,reg,mmm,400,9.715589761734009,2.534227627461486e-05,2025-09-16 08:45:22.937388,NA
mT5-T,english,-1,KMeans,reg,mean,400,19.957996606826782,5.218414289555199e-05,2025-09-16 08:45:42.902907,NA
mT5-T,english,-1,KMeans,reg,mmm,400,19.844070196151733,5.197650637151744e-05,2025-09-16 08:46:02.754639,NA
XGLM-T,english,-1,KMeans,reg,mean,400,23.36609411239624,7.443366490042494e-05,2025-09-16 08:46:26.136731,NA
XGLM-T,english,-1,KMeans,reg,mmm,400,24.160900354385376,7.560535489177545e-05,2025-09-16 08:46:50.305841,NA
mDeBERTa-T,english,-1,KMeans,reg,mean,400,11.25042986869812,4.182368137817913e-05,2025-09-16 08:47:01.560832,NA
mDeBERTa-T,english,-1,KMeans,reg,mmm,400,11.342601299285889,4.2149772241220534e-05,2025-09-16 08:47:12.907672,NA
XLM-R-T,english,-1,KMeans,reg,mean,400,11.11442494392395,2.9728860277692094e-05,2025-09-16 08:47:24.026690,NA
XLM-R-T,english,-1,KMeans,reg,mmm,400,11.372303247451782,2.979609014425513e-05,2025-09-16 08:47:35.403010,NA
BGE-M3-S,english,-1,KMeans,reg,mean,400,27.27563762664795,0.00010372493480303325,2025-09-16 08:48:02.682865,NA
BGE-M3-S,english,-1,KMeans,reg,mmm,400,27.97774338722229,0.0001046147113100916,2025-09-16 08:48:30.664989,NA
MiniLM-S,english,-1,KMeans,reg,mean,400,16.012447357177734,3.516819743593004e-05,2025-09-16 08:48:46.682101,NA
MiniLM-S,english,-1,KMeans,reg,mmm,400,15.74369478225708,3.41843246673231e-05,2025-09-16 08:49:02.429837,NA
mE5-S,english,-1,KMeans,reg,mean,400,16.369873523712158,3.535237177528344e-05,2025-09-16 08:49:18.803695,NA
mE5-S,english,-1,KMeans,reg,mmm,400,16.76399278640747,3.5783175642740105e-05,2025-09-16 08:49:35.571717,NA
MPNet-S,english,-1,KMeans,reg,mean,400,22.792078495025635,5.387238279050567e-05,2025-09-16 08:49:58.367887,NA
MPNet-S,english,-1,KMeans,reg,mmm,400,23.311453580856323,5.421603097341081e-05,2025-09-16 08:50:21.692013,NA
mBERT-T,english,-1,KMeans++,reg,mean,400,10.107808589935303,2.5711618623005017e-05,2025-09-16 08:50:31.804149,NA
mBERT-T,english,-1,KMeans++,reg,mmm,400,9.800974369049072,2.5453184287927964e-05,2025-09-16 08:50:41.609525,NA
mT5-T,english,-1,KMeans++,reg,mean,400,20.004647254943848,5.22255014258145e-05,2025-09-16 08:51:01.620979,NA
mT5-T,english,-1,KMeans++,reg,mmm,400,19.980416297912598,5.239608928167742e-05,2025-09-16 08:51:21.607751,NA
XGLM-T,english,-1,KMeans++,reg,mean,400,24.090653657913208,7.522202969865549e-05,2025-09-16 08:51:45.706027,NA
XGLM-T,english,-1,KMeans++,reg,mmm,400,22.825831651687622,7.339933723069319e-05,2025-09-16 08:52:08.539608,NA
mDeBERTa-T,english,-1,KMeans++,reg,mean,400,11.17101764678955,4.211103672554351e-05,2025-09-16 08:52:19.714894,NA
mDeBERTa-T,english,-1,KMeans++,reg,mmm,400,11.202231407165527,4.192841110931376e-05,2025-09-16 08:52:30.921200,NA
XLM-R-T,english,-1,KMeans++,reg,mean,400,11.304361343383789,3.0149466367797532e-05,2025-09-16 08:52:42.229588,NA
XLM-R-T,english,-1,KMeans++,reg,mmm,400,11.083346605300903,2.958832089496855e-05,2025-09-16 08:52:53.317196,NA
BGE-M3-S,english,-1,KMeans++,reg,mean,400,28.789994955062866,0.00010613037976251268,2025-09-16 08:53:22.111712,NA
BGE-M3-S,english,-1,KMeans++,reg,mmm,400,28.747179985046387,0.0001061695464952669,2025-09-16 08:53:50.863122,NA
MiniLM-S,english,-1,KMeans++,reg,mean,400,16.42928457260132,3.5741359751753475e-05,2025-09-16 08:54:07.297065,NA
MiniLM-S,english,-1,KMeans++,reg,mmm,400,15.73176884651184,3.416374182731386e-05,2025-09-16 08:54:23.032985,NA
mE5-S,english,-1,KMeans++,reg,mean,400,16.22305679321289,3.507036313204313e-05,2025-09-16 08:54:39.260618,NA
mE5-S,english,-1,KMeans++,reg,mmm,400,16.649070262908936,3.564724251756047e-05,2025-09-16 08:54:55.914112,NA
MPNet-S,english,-1,KMeans++,reg,mean,400,21.408310174942017,5.2575955348300934e-05,2025-09-16 08:55:17.326904,NA
MPNet-S,english,-1,KMeans++,reg,mmm,400,22.849039793014526,5.401962359598732e-05,2025-09-16 08:55:40.180343,NA
mBERT-T,japanese,-1,KMeans,reg,mean,900,99.19959807395935,0.0004830821315897443,2025-09-16 08:57:19.457371,NA
mBERT-T,japanese,-1,KMeans,reg,mmm,900,99.8155345916748,0.0004921655005081647,2025-09-16 08:58:59.276596,NA
mT5-T,japanese,-1,KMeans,reg,mean,900,204.27599024772644,0.000999912521795513,2025-09-16 09:02:23.567310,NA
mT5-T,japanese,-1,KMeans,reg,mmm,900,204.64946055412292,0.0010062016829388402,2025-09-16 09:05:48.223673,NA
XGLM-T,japanese,-1,KMeans,reg,mean,900,518.2294230461121,0.002794325169547844,2025-09-16 09:14:26.466744,NA
XGLM-T,japanese,-1,KMeans,reg,mmm,900,515.930502653122,0.0027854333921749,2025-09-16 09:23:02.404323,NA
mDeBERTa-T,japanese,-1,KMeans,reg,mean,900,161.80264806747437,0.0008216963138724962,2025-09-16 09:25:44.211143,NA
mDeBERTa-T,japanese,-1,KMeans,reg,mmm,900,162.6275441646576,0.0008243954274274396,2025-09-16 09:28:26.842627,NA
XLM-R-T,japanese,-1,KMeans,reg,mean,900,97.23789143562317,0.00047913200967995015,2025-09-16 09:30:04.084173,NA
XLM-R-T,japanese,-1,KMeans,reg,mmm,900,97.0087947845459,0.00047850461580421755,2025-09-16 09:31:41.096513,NA
BGE-M3-S,japanese,-1,KMeans,reg,mean,900,268.501939535141,0.0013975252962212306,2025-09-16 09:36:09.602263,NA
BGE-M3-S,japanese,-1,KMeans,reg,mmm,900,265.8028202056885,0.0013933800502261738,2025-09-16 09:40:35.408985,NA
MiniLM-S,japanese,-1,KMeans,reg,mean,900,66.21456050872803,0.00018172808626783405,2025-09-16 09:41:41.627710,NA
MiniLM-S,japanese,-1,KMeans,reg,mmm,900,71.20329022407532,0.00018248925744846417,2025-09-16 09:42:52.835807,NA
mE5-S,japanese,-1,KMeans,reg,mean,900,83.64872121810913,0.000236549045965037,2025-09-16 09:44:16.489339,NA
mE5-S,japanese,-1,KMeans,reg,mmm,900,82.16322040557861,0.00023427611809155718,2025-09-16 09:45:38.657957,NA
MPNet-S,japanese,-1,KMeans,reg,mean,900,83.54750370979309,0.00035339719707329803,2025-09-16 09:47:02.210576,NA
MPNet-S,japanese,-1,KMeans,reg,mmm,900,85.19375777244568,0.00035796936698913995,2025-09-16 09:48:27.408458,NA
mBERT-T,japanese,-1,KMeans++,reg,mean,900,100.52871227264404,0.0004936576664100857,2025-09-16 09:50:07.941592,NA
mBERT-T,japanese,-1,KMeans++,reg,mmm,900,101.08267140388489,0.0005001915224162106,2025-09-16 09:51:49.029007,NA
mT5-T,japanese,-1,KMeans++,reg,mean,900,204.09022450447083,0.0010031105028812236,2025-09-16 09:55:13.134638,NA
mT5-T,japanese,-1,KMeans++,reg,mmm,900,205.13602232933044,0.001008944751016947,2025-09-16 09:58:38.277671,NA
XGLM-T,japanese,-1,KMeans++,reg,mean,900,518.2685523033142,0.0027921468296108758,2025-09-16 10:07:16.571217,NA
XGLM-T,japanese,-1,KMeans++,reg,mmm,900,516.6098589897156,0.002788073568006166,2025-09-16 10:15:53.187165,NA
